"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type.x","id.x","uri.x","track_href","analysis_url","duration_ms.x","time_signature","disc_number","duration_ms.y","explicit","href","is_local","is_playable","name.x","popularity","preview_url","track_number","type.y","uri.y","album.album_type","album.href","album.id","album.name","album.release_date","album.release_date_precision","album.total_tracks","album.type","album.uri","album.external_urls.spotify","external_ids.isrc","external_urls.spotify","artist_id","name.y","id.y","artist"
"137",0.766,0.788,6,-3.128,0,0.312,0.105,0.00000581,0.142,0.609,179.984,"audio_features","0GzuHFG4Ql6DoyxFRnIk3F","spotify:track:0GzuHFG4Ql6DoyxFRnIk3F","https://api.spotify.com/v1/tracks/0GzuHFG4Ql6DoyxFRnIk3F","https://api.spotify.com/v1/audio-analysis/0GzuHFG4Ql6DoyxFRnIk3F",200482,4,1,200481,FALSE,"https://api.spotify.com/v1/tracks/0GzuHFG4Ql6DoyxFRnIk3F",FALSE,TRUE,"Hawái - Remix",79,"https://p.scdn.co/mp3-preview/387b491a7a8a2200379386e98f2f4a95506bb107?cid=8e8ac879e14447f9b47d9c124b7a9340",1,"track","spotify:track:0GzuHFG4Ql6DoyxFRnIk3F","single","https://api.spotify.com/v1/albums/1Ag9EPbzibwzz0S0WpgX3v","1Ag9EPbzibwzz0S0WpgX3v","Hawái (Remix)","2020-11-05","day",1,"album","spotify:album:1Ag9EPbzibwzz0S0WpgX3v","https://open.spotify.com/album/1Ag9EPbzibwzz0S0WpgX3v","USSD12000526","https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","1Xyo4u8uXC1ZmMpatF05PJ","the weekend"
"138",0.766,0.788,6,-3.128,0,0.312,0.105,0.00000581,0.142,0.609,179.984,"audio_features","0GzuHFG4Ql6DoyxFRnIk3F","spotify:track:0GzuHFG4Ql6DoyxFRnIk3F","https://api.spotify.com/v1/tracks/0GzuHFG4Ql6DoyxFRnIk3F","https://api.spotify.com/v1/audio-analysis/0GzuHFG4Ql6DoyxFRnIk3F",200482,4,1,200481,FALSE,"https://api.spotify.com/v1/tracks/0GzuHFG4Ql6DoyxFRnIk3F",FALSE,TRUE,"Hawái - Remix",79,"https://p.scdn.co/mp3-preview/387b491a7a8a2200379386e98f2f4a95506bb107?cid=8e8ac879e14447f9b47d9c124b7a9340",1,"track","spotify:track:0GzuHFG4Ql6DoyxFRnIk3F","single","https://api.spotify.com/v1/albums/1Ag9EPbzibwzz0S0WpgX3v","1Ag9EPbzibwzz0S0WpgX3v","Hawái (Remix)","2020-11-05","day",1,"album","spotify:album:1Ag9EPbzibwzz0S0WpgX3v","https://open.spotify.com/album/1Ag9EPbzibwzz0S0WpgX3v","USSD12000526","https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","1Xyo4u8uXC1ZmMpatF05PJ","the weeknd"
"139",0.766,0.788,6,-3.128,0,0.312,0.105,0.00000581,0.142,0.609,179.984,"audio_features","0GzuHFG4Ql6DoyxFRnIk3F","spotify:track:0GzuHFG4Ql6DoyxFRnIk3F","https://api.spotify.com/v1/tracks/0GzuHFG4Ql6DoyxFRnIk3F","https://api.spotify.com/v1/audio-analysis/0GzuHFG4Ql6DoyxFRnIk3F",200482,4,1,200481,FALSE,"https://api.spotify.com/v1/tracks/0GzuHFG4Ql6DoyxFRnIk3F",FALSE,TRUE,"Hawái - Remix",79,"https://p.scdn.co/mp3-preview/387b491a7a8a2200379386e98f2f4a95506bb107?cid=8e8ac879e14447f9b47d9c124b7a9340",1,"track","spotify:track:0GzuHFG4Ql6DoyxFRnIk3F","single","https://api.spotify.com/v1/albums/1Ag9EPbzibwzz0S0WpgX3v","1Ag9EPbzibwzz0S0WpgX3v","Hawái (Remix)","2020-11-05","day",1,"album","spotify:album:1Ag9EPbzibwzz0S0WpgX3v","https://open.spotify.com/album/1Ag9EPbzibwzz0S0WpgX3v","USSD12000526","https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","1Xyo4u8uXC1ZmMpatF05PJ","the weekend"
"140",0.766,0.788,6,-3.128,0,0.312,0.105,0.00000581,0.142,0.609,179.984,"audio_features","0GzuHFG4Ql6DoyxFRnIk3F","spotify:track:0GzuHFG4Ql6DoyxFRnIk3F","https://api.spotify.com/v1/tracks/0GzuHFG4Ql6DoyxFRnIk3F","https://api.spotify.com/v1/audio-analysis/0GzuHFG4Ql6DoyxFRnIk3F",200482,4,1,200481,FALSE,"https://api.spotify.com/v1/tracks/0GzuHFG4Ql6DoyxFRnIk3F",FALSE,TRUE,"Hawái - Remix",79,"https://p.scdn.co/mp3-preview/387b491a7a8a2200379386e98f2f4a95506bb107?cid=8e8ac879e14447f9b47d9c124b7a9340",1,"track","spotify:track:0GzuHFG4Ql6DoyxFRnIk3F","single","https://api.spotify.com/v1/albums/1Ag9EPbzibwzz0S0WpgX3v","1Ag9EPbzibwzz0S0WpgX3v","Hawái (Remix)","2020-11-05","day",1,"album","spotify:album:1Ag9EPbzibwzz0S0WpgX3v","https://open.spotify.com/album/1Ag9EPbzibwzz0S0WpgX3v","USSD12000526","https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","1Xyo4u8uXC1ZmMpatF05PJ","the weeknd"
"141",0.554,0.783,6,-5.852,1,0.0457,0.416,0.00000154,0.631,0.813,105.39,"audio_features","4w3tQBXhn5345eUXDGBWZG","spotify:track:4w3tQBXhn5345eUXDGBWZG","https://api.spotify.com/v1/tracks/4w3tQBXhn5345eUXDGBWZG","https://api.spotify.com/v1/audio-analysis/4w3tQBXhn5345eUXDGBWZG",162467,4,1,162466,FALSE,"https://api.spotify.com/v1/tracks/4w3tQBXhn5345eUXDGBWZG",FALSE,TRUE,"9 to 5",76,"https://p.scdn.co/mp3-preview/a3c584358e68ee984ac4b1f31d4a832fb46aeeb9?cid=8e8ac879e14447f9b47d9c124b7a9340",1,"track","spotify:track:4w3tQBXhn5345eUXDGBWZG","album","https://api.spotify.com/v1/albums/64Ky1tqKPfwxhJs6msphWd","64Ky1tqKPfwxhJs6msphWd","9 To 5 And Odd Jobs","1980","year",10,"album","spotify:album:64Ky1tqKPfwxhJs6msphWd","https://open.spotify.com/album/64Ky1tqKPfwxhJs6msphWd","USRN19400384","https://open.spotify.com/track/4w3tQBXhn5345eUXDGBWZG","32vWCbZh0xZ4o9gkz4PsEU","Dolly Parton","32vWCbZh0xZ4o9gkz4PsEU","dolly parton"
"142",0.674,0.537,1,-10.971,0,0.0363,0.566,0,0.131,0.809,110.578,"audio_features","5fdhThPDe6jQQDqCyWrdAn","spotify:track:5fdhThPDe6jQQDqCyWrdAn","https://api.spotify.com/v1/tracks/5fdhThPDe6jQQDqCyWrdAn","https://api.spotify.com/v1/audio-analysis/5fdhThPDe6jQQDqCyWrdAn",161533,4,1,161533,FALSE,"https://api.spotify.com/v1/tracks/5fdhThPDe6jQQDqCyWrdAn",FALSE,TRUE,"Jolene",68,"https://p.scdn.co/mp3-preview/3efb774956957eedf4ffff94e80d5f63dc2518cf?cid=8e8ac879e14447f9b47d9c124b7a9340",1,"track","spotify:track:5fdhThPDe6jQQDqCyWrdAn","album","https://api.spotify.com/v1/albums/2v2iR6vtrLVTyiNIEsv5Sg","2v2iR6vtrLVTyiNIEsv5Sg","Jolene (Expanded Edition)","1974","year",14,"album","spotify:album:2v2iR6vtrLVTyiNIEsv5Sg","https://open.spotify.com/album/2v2iR6vtrLVTyiNIEsv5Sg","USRN19600096","https://open.spotify.com/track/5fdhThPDe6jQQDqCyWrdAn","32vWCbZh0xZ4o9gkz4PsEU","Dolly Parton","32vWCbZh0xZ4o9gkz4PsEU","dolly parton"
"143",0.617,0.411,8,-12.075,1,0.0373,0.675,0.00000104,0.0886,0.738,203.934,"audio_features","6dnco8haegnJYtylV26cBq","spotify:track:6dnco8haegnJYtylV26cBq","https://api.spotify.com/v1/tracks/6dnco8haegnJYtylV26cBq","https://api.spotify.com/v1/audio-analysis/6dnco8haegnJYtylV26cBq",251960,4,1,251960,FALSE,"https://api.spotify.com/v1/tracks/6dnco8haegnJYtylV26cBq",FALSE,TRUE,"Islands In the Stream",68,"https://p.scdn.co/mp3-preview/c363db838c96b609d6f2bca8646de97e62cfee19?cid=8e8ac879e14447f9b47d9c124b7a9340",8,"track","spotify:track:6dnco8haegnJYtylV26cBq","compilation","https://api.spotify.com/v1/albums/3b3xKNoWtZLWdxuaL0sKCs","3b3xKNoWtZLWdxuaL0sKCs","Greatest Hits","1982-10-04","day",12,"album","spotify:album:3b3xKNoWtZLWdxuaL0sKCs","https://open.spotify.com/album/3b3xKNoWtZLWdxuaL0sKCs","USRC18307961","https://open.spotify.com/track/6dnco8haegnJYtylV26cBq","32vWCbZh0xZ4o9gkz4PsEU","Dolly Parton","32vWCbZh0xZ4o9gkz4PsEU","dolly parton"
"144",0.547,0.795,8,-3.721,1,0.0489,0.145,0,0.11,0.723,118.118,"audio_features","35MKhw2YBKApmD7fAnPERC","spotify:track:35MKhw2YBKApmD7fAnPERC","https://api.spotify.com/v1/tracks/35MKhw2YBKApmD7fAnPERC","https://api.spotify.com/v1/audio-analysis/35MKhw2YBKApmD7fAnPERC",186805,4,1,186804,FALSE,"https://api.spotify.com/v1/tracks/35MKhw2YBKApmD7fAnPERC",FALSE,TRUE,"Faith (with Dolly Parton) [feat. Mr. Probz]",68,"https://p.scdn.co/mp3-preview/13c398f8ad48969c33864581d2df30e4ff865a2c?cid=8e8ac879e14447f9b47d9c124b7a9340",1,"track","spotify:track:35MKhw2YBKApmD7fAnPERC","single","https://api.spotify.com/v1/albums/1QrYKuMTMLwpTwzOFhfnOk","1QrYKuMTMLwpTwzOFhfnOk","Faith (with Dolly Parton) [feat. Mr. Probz]","2019-10-25","day",1,"album","spotify:album:1QrYKuMTMLwpTwzOFhfnOk","https://open.spotify.com/album/1QrYKuMTMLwpTwzOFhfnOk","USAT21904751","https://open.spotify.com/track/35MKhw2YBKApmD7fAnPERC","32vWCbZh0xZ4o9gkz4PsEU","Dolly Parton","32vWCbZh0xZ4o9gkz4PsEU","dolly parton"
"145",0.529,0.511,1,-9.37,1,0.0418,0.647,0.00724,0.0391,0.559,106.491,"audio_features","6H7nDglS6xWpRidbhMwI2L","spotify:track:6H7nDglS6xWpRidbhMwI2L","https://api.spotify.com/v1/tracks/6H7nDglS6xWpRidbhMwI2L","https://api.spotify.com/v1/audio-analysis/6H7nDglS6xWpRidbhMwI2L",179491,4,1,179491,FALSE,"https://api.spotify.com/v1/tracks/6H7nDglS6xWpRidbhMwI2L",FALSE,TRUE,"Here You Come Again",66,"https://p.scdn.co/mp3-preview/04385790f9a2a10a6f4fdcf52a2cb0d18ee1a6ba?cid=8e8ac879e14447f9b47d9c124b7a9340",1,"track","spotify:track:6H7nDglS6xWpRidbhMwI2L","album","https://api.spotify.com/v1/albums/64yIGFoYJVg66fRXIxIYJr","64yIGFoYJVg66fRXIxIYJr","Here You Come Again","1977-10-03","day",10,"album","spotify:album:64yIGFoYJVg66fRXIxIYJr","https://open.spotify.com/album/64yIGFoYJVg66fRXIxIYJr","USRN19600172","https://open.spotify.com/track/6H7nDglS6xWpRidbhMwI2L","32vWCbZh0xZ4o9gkz4PsEU","Dolly Parton","32vWCbZh0xZ4o9gkz4PsEU","dolly parton"
"146",0.495,0.695,8,-6.331,1,0.0374,0.4,0,0.088,0.473,153.882,"audio_features","6oizwmD5yHvlQUw0xvirrY","spotify:track:6oizwmD5yHvlQUw0xvirrY","https://api.spotify.com/v1/tracks/6oizwmD5yHvlQUw0xvirrY","https://api.spotify.com/v1/audio-analysis/6oizwmD5yHvlQUw0xvirrY",223348,4,1,223347,FALSE,"https://api.spotify.com/v1/tracks/6oizwmD5yHvlQUw0xvirrY",FALSE,TRUE,"There Was Jesus",63,"https://p.scdn.co/mp3-preview/5fe37a3f6d87a54dad04291023fe7e635903ab43?cid=8e8ac879e14447f9b47d9c124b7a9340",7,"track","spotify:track:6oizwmD5yHvlQUw0xvirrY","album","https://api.spotify.com/v1/albums/4TlLYmspdNdUAIitDn3WEk","4TlLYmspdNdUAIitDn3WEk","Rescue Story","2019-10-04","day",10,"album","spotify:album:4TlLYmspdNdUAIitDn3WEk","https://open.spotify.com/album/4TlLYmspdNdUAIitDn3WEk","USA5W1900239","https://open.spotify.com/track/6oizwmD5yHvlQUw0xvirrY","32vWCbZh0xZ4o9gkz4PsEU","Dolly Parton","32vWCbZh0xZ4o9gkz4PsEU","dolly parton"
"147",0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,"audio_features","77bNe6jYY8yHdP7orXrz5I","spotify:track:77bNe6jYY8yHdP7orXrz5I","https://api.spotify.com/v1/tracks/77bNe6jYY8yHdP7orXrz5I","https://api.spotify.com/v1/audio-analysis/77bNe6jYY8yHdP7orXrz5I",176093,4,1,176093,FALSE,"https://api.spotify.com/v1/tracks/77bNe6jYY8yHdP7orXrz5I",FALSE,TRUE,"I Will Always Love You",58,"https://p.scdn.co/mp3-preview/fbff57f3300f9303d4f5fbe876fcc15ed7ee564d?cid=8e8ac879e14447f9b47d9c124b7a9340",6,"track","spotify:track:77bNe6jYY8yHdP7orXrz5I","album","https://api.spotify.com/v1/albums/2v2iR6vtrLVTyiNIEsv5Sg","2v2iR6vtrLVTyiNIEsv5Sg","Jolene (Expanded Edition)","1974","year",14,"album","spotify:album:2v2iR6vtrLVTyiNIEsv5Sg","https://open.spotify.com/album/2v2iR6vtrLVTyiNIEsv5Sg","USRN17300007","https://open.spotify.com/track/77bNe6jYY8yHdP7orXrz5I","32vWCbZh0xZ4o9gkz4PsEU","Dolly Parton","32vWCbZh0xZ4o9gkz4PsEU","dolly parton"
"148",0.624,0.257,5,-13.341,1,0.0444,0.93,0.0000756,0.138,0.681,85.617,"audio_features","1l2Xmg54EUr3TDzNIaCr1z","spotify:track:1l2Xmg54EUr3TDzNIaCr1z","https://api.spotify.com/v1/tracks/1l2Xmg54EUr3TDzNIaCr1z","https://api.spotify.com/v1/audio-analysis/1l2Xmg54EUr3TDzNIaCr1z",183667,4,1,183666,FALSE,"https://api.spotify.com/v1/tracks/1l2Xmg54EUr3TDzNIaCr1z",FALSE,TRUE,"Coat of Many Colors",58,"https://p.scdn.co/mp3-preview/051d54564b2dc343ee4688fe3e09591e1f0a441f?cid=8e8ac879e14447f9b47d9c124b7a9340",1,"track","spotify:track:1l2Xmg54EUr3TDzNIaCr1z","album","https://api.spotify.com/v1/albums/17CT6ru3CyDXAi6xVaSUzg","17CT6ru3CyDXAi6xVaSUzg","Coat Of Many Colors","1971","year",10,"album","spotify:album:17CT6ru3CyDXAi6xVaSUzg","https://open.spotify.com/album/17CT6ru3CyDXAi6xVaSUzg","USRN17100007","https://open.spotify.com/track/1l2Xmg54EUr3TDzNIaCr1z","32vWCbZh0xZ4o9gkz4PsEU","Dolly Parton","32vWCbZh0xZ4o9gkz4PsEU","dolly parton"
"149",0.609,0.368,10,-13.338,1,0.0294,0.762,0.00000628,0.335,0.618,90.373,"audio_features","27876bQcDNkZhWqvF0zfFN","spotify:track:27876bQcDNkZhWqvF0zfFN","https://api.spotify.com/v1/tracks/27876bQcDNkZhWqvF0zfFN","https://api.spotify.com/v1/audio-analysis/27876bQcDNkZhWqvF0zfFN",216573,4,1,216573,FALSE,"https://api.spotify.com/v1/tracks/27876bQcDNkZhWqvF0zfFN",FALSE,TRUE,"Wildflowers - 2015 Remaster",58,"https://p.scdn.co/mp3-preview/e2cb7bbf8ee55c1910a65521f976661e89e3f421?cid=8e8ac879e14447f9b47d9c124b7a9340",5,"track","spotify:track:27876bQcDNkZhWqvF0zfFN","album","https://api.spotify.com/v1/albums/4sQEu1QnbFvtYItC4mQSO4","4sQEu1QnbFvtYItC4mQSO4","Trio (Remastered)","1987-03-03","day",11,"album","spotify:album:4sQEu1QnbFvtYItC4mQSO4","https://open.spotify.com/album/4sQEu1QnbFvtYItC4mQSO4","USWB11506585","https://open.spotify.com/track/27876bQcDNkZhWqvF0zfFN","32vWCbZh0xZ4o9gkz4PsEU","Dolly Parton","32vWCbZh0xZ4o9gkz4PsEU","dolly parton"
"150",0.651,0.561,11,-5.624,0,0.0506,0.274,0,0.143,0.469,143.959,"audio_features","6IA4ksaymdlYSdf3AoiWQb","spotify:track:6IA4ksaymdlYSdf3AoiWQb","https://api.spotify.com/v1/tracks/6IA4ksaymdlYSdf3AoiWQb","https://api.spotify.com/v1/audio-analysis/6IA4ksaymdlYSdf3AoiWQb",213653,4,1,213653,FALSE,"https://api.spotify.com/v1/tracks/6IA4ksaymdlYSdf3AoiWQb",FALSE,TRUE,"God Only Knows",47,"https://p.scdn.co/mp3-preview/0043e4f0f57d24670a74707682be337d3cd20368?cid=8e8ac879e14447f9b47d9c124b7a9340",14,"track","spotify:track:6IA4ksaymdlYSdf3AoiWQb","album","https://api.spotify.com/v1/albums/5bZuiwMXhNgCTPXgKh3nOb","5bZuiwMXhNgCTPXgKh3nOb","Burn The Ships (Deluxe Edition: Remixes & Collaborations)","2021-03-26","day",17,"album","spotify:album:5bZuiwMXhNgCTPXgKh3nOb","https://open.spotify.com/album/5bZuiwMXhNgCTPXgKh3nOb","USM1C1900027","https://open.spotify.com/track/6IA4ksaymdlYSdf3AoiWQb","32vWCbZh0xZ4o9gkz4PsEU","Dolly Parton","32vWCbZh0xZ4o9gkz4PsEU","dolly parton"
"151",0.601,0.532,10,-9.119,1,0.0286,0.432,0.00000625,0.0925,0.341,136.571,"audio_features","3gdewACMIVMEWVbyb8O9sY","spotify:track:3gdewACMIVMEWVbyb8O9sY","https://api.spotify.com/v1/tracks/3gdewACMIVMEWVbyb8O9sY","https://api.spotify.com/v1/audio-analysis/3gdewACMIVMEWVbyb8O9sY",281613,4,1,281613,FALSE,"https://api.spotify.com/v1/tracks/3gdewACMIVMEWVbyb8O9sY",FALSE,TRUE,"Rocket Man (I Think It's Going To Be A Long, Long Time)",82,NA,5,"track","spotify:track:3gdewACMIVMEWVbyb8O9sY","album","https://api.spotify.com/v1/albums/2ei2X6ghPnw7YRwQtAH075","2ei2X6ghPnw7YRwQtAH075","Honky Chateau","1972-05-19","day",11,"album","spotify:album:2ei2X6ghPnw7YRwQtAH075","https://open.spotify.com/album/2ei2X6ghPnw7YRwQtAH075","GBAMB7200006","https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY","3PhoLpVuITZKcymswpck5b","Elton John","3PhoLpVuITZKcymswpck5b","elton john"
"152",0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,"audio_features","1jDJFeK9x3OZboIAHsY9k2","spotify:track:1jDJFeK9x3OZboIAHsY9k2","https://api.spotify.com/v1/tracks/1jDJFeK9x3OZboIAHsY9k2","https://api.spotify.com/v1/audio-analysis/1jDJFeK9x3OZboIAHsY9k2",183440,4,1,183440,FALSE,"https://api.spotify.com/v1/tracks/1jDJFeK9x3OZboIAHsY9k2",FALSE,TRUE,"I'm Still Standing",82,NA,2,"track","spotify:track:1jDJFeK9x3OZboIAHsY9k2","album","https://api.spotify.com/v1/albums/0OmYuz9hwn1XoqmDaU0yJ7","0OmYuz9hwn1XoqmDaU0yJ7","Too Low For Zero","1983-05-30","day",13,"album","spotify:album:0OmYuz9hwn1XoqmDaU0yJ7","https://open.spotify.com/album/0OmYuz9hwn1XoqmDaU0yJ7","GBALX8300190","https://open.spotify.com/track/1jDJFeK9x3OZboIAHsY9k2","3PhoLpVuITZKcymswpck5b","Elton John","3PhoLpVuITZKcymswpck5b","elton john"
"153",0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,"audio_features","2TVxnKdb3tqe1nhQWwwZCO","spotify:track:2TVxnKdb3tqe1nhQWwwZCO","https://api.spotify.com/v1/tracks/2TVxnKdb3tqe1nhQWwwZCO","https://api.spotify.com/v1/audio-analysis/2TVxnKdb3tqe1nhQWwwZCO",377093,4,1,377093,FALSE,"https://api.spotify.com/v1/tracks/2TVxnKdb3tqe1nhQWwwZCO",FALSE,TRUE,"Tiny Dancer",79,NA,1,"track","spotify:track:2TVxnKdb3tqe1nhQWwwZCO","album","https://api.spotify.com/v1/albums/2OZbaW9tgO62ndm375lFZr","2OZbaW9tgO62ndm375lFZr","Madman Across The Water","1971-11-05","day",9,"album","spotify:album:2OZbaW9tgO62ndm375lFZr","https://open.spotify.com/album/2OZbaW9tgO62ndm375lFZr","GBAMB7100001","https://open.spotify.com/track/2TVxnKdb3tqe1nhQWwwZCO","3PhoLpVuITZKcymswpck5b","Elton John","3PhoLpVuITZKcymswpck5b","elton john"
"154",0.554,0.315,3,-11.028,1,0.0298,0.828,0.00000553,0.101,0.325,128.157,"audio_features","38zsOOcu31XbbYj9BIPUF1","spotify:track:38zsOOcu31XbbYj9BIPUF1","https://api.spotify.com/v1/tracks/38zsOOcu31XbbYj9BIPUF1","https://api.spotify.com/v1/audio-analysis/38zsOOcu31XbbYj9BIPUF1",241787,4,1,241786,FALSE,"https://api.spotify.com/v1/tracks/38zsOOcu31XbbYj9BIPUF1",FALSE,TRUE,"Your Song",78,NA,1,"track","spotify:track:38zsOOcu31XbbYj9BIPUF1","album","https://api.spotify.com/v1/albums/69P9Ro0W286yLFgYwrGVN0","69P9Ro0W286yLFgYwrGVN0","Elton John","1970-04-10","day",30,"album","spotify:album:69P9Ro0W286yLFgYwrGVN0","https://open.spotify.com/album/69P9Ro0W286yLFgYwrGVN0","GBAMB9500072","https://open.spotify.com/track/38zsOOcu31XbbYj9BIPUF1","3PhoLpVuITZKcymswpck5b","Elton John","3PhoLpVuITZKcymswpck5b","elton john"
"155",0.729,0.844,5,-8.824,1,0.0344,0.149,0.00000287,0.0604,0.777,131.459,"audio_features","7HW5WIw7ZgZORCzUxv5gW5","spotify:track:7HW5WIw7ZgZORCzUxv5gW5","https://api.spotify.com/v1/tracks/7HW5WIw7ZgZORCzUxv5gW5","https://api.spotify.com/v1/audio-analysis/7HW5WIw7ZgZORCzUxv5gW5",275440,4,1,275440,FALSE,"https://api.spotify.com/v1/tracks/7HW5WIw7ZgZORCzUxv5gW5",FALSE,TRUE,"Don't Go Breaking My Heart",78,NA,10,"track","spotify:track:7HW5WIw7ZgZORCzUxv5gW5","album","https://api.spotify.com/v1/albums/4ObsEU7mIXbo2n9A31yfds","4ObsEU7mIXbo2n9A31yfds","Rock Of The Westies","1975-10-24","day",10,"album","spotify:album:4ObsEU7mIXbo2n9A31yfds","https://open.spotify.com/album/4ObsEU7mIXbo2n9A31yfds","GBALX7600007","https://open.spotify.com/track/7HW5WIw7ZgZORCzUxv5gW5","3PhoLpVuITZKcymswpck5b","Elton John","3PhoLpVuITZKcymswpck5b","elton john"
"156",0.665,0.673,0,-7.95,1,0.0493,0.259,0.00000762,0.497,0.779,132.642,"audio_features","5Wj1rJnCLpMHdLaxsFtJLs","spotify:track:5Wj1rJnCLpMHdLaxsFtJLs","https://api.spotify.com/v1/tracks/5Wj1rJnCLpMHdLaxsFtJLs","https://api.spotify.com/v1/audio-analysis/5Wj1rJnCLpMHdLaxsFtJLs",322549,4,1,322548,FALSE,"https://api.spotify.com/v1/tracks/5Wj1rJnCLpMHdLaxsFtJLs",FALSE,TRUE,"Bennie And The Jets - Remastered 2014",74,NA,3,"track","spotify:track:5Wj1rJnCLpMHdLaxsFtJLs","album","https://api.spotify.com/v1/albums/5WupqgR68HfuHt3BMJtgun","5WupqgR68HfuHt3BMJtgun","Goodbye Yellow Brick Road (Remastered)","1973-10-05","day",17,"album","spotify:album:5WupqgR68HfuHt3BMJtgun","https://open.spotify.com/album/5WupqgR68HfuHt3BMJtgun","GBUM71304955","https://open.spotify.com/track/5Wj1rJnCLpMHdLaxsFtJLs","3PhoLpVuITZKcymswpck5b","Elton John","3PhoLpVuITZKcymswpck5b","elton john"
"157",0.756,0.422,11,-12.967,0,0.0292,0.0165,0.00183,0.0368,0.487,112.751,"audio_features","0e3yhVeNaTfKIWQRw9U9sY","spotify:track:0e3yhVeNaTfKIWQRw9U9sY","https://api.spotify.com/v1/tracks/0e3yhVeNaTfKIWQRw9U9sY","https://api.spotify.com/v1/audio-analysis/0e3yhVeNaTfKIWQRw9U9sY",304133,4,1,304133,FALSE,"https://api.spotify.com/v1/tracks/0e3yhVeNaTfKIWQRw9U9sY",FALSE,TRUE,"Sacrifice",73,NA,7,"track","spotify:track:0e3yhVeNaTfKIWQRw9U9sY","album","https://api.spotify.com/v1/albums/0j12QW17dkUCCI7eOAiT1r","0j12QW17dkUCCI7eOAiT1r","Sleeping With The Past (Remastered with bonus tracks)","1989-08-29","day",11,"album","spotify:album:0j12QW17dkUCCI7eOAiT1r","https://open.spotify.com/album/0j12QW17dkUCCI7eOAiT1r","GBALX8900001","https://open.spotify.com/track/0e3yhVeNaTfKIWQRw9U9sY","3PhoLpVuITZKcymswpck5b","Elton John","3PhoLpVuITZKcymswpck5b","elton john"
"158",0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,"audio_features","4IRHwIZHzlHT1FQpRa5RdE","spotify:track:4IRHwIZHzlHT1FQpRa5RdE","https://api.spotify.com/v1/tracks/4IRHwIZHzlHT1FQpRa5RdE","https://api.spotify.com/v1/audio-analysis/4IRHwIZHzlHT1FQpRa5RdE",192827,4,1,192826,FALSE,"https://api.spotify.com/v1/tracks/4IRHwIZHzlHT1FQpRa5RdE",FALSE,TRUE,"Goodbye Yellow Brick Road - Remastered 2014",73,NA,4,"track","spotify:track:4IRHwIZHzlHT1FQpRa5RdE","album","https://api.spotify.com/v1/albums/5WupqgR68HfuHt3BMJtgun","5WupqgR68HfuHt3BMJtgun","Goodbye Yellow Brick Road (Remastered)","1973-10-05","day",17,"album","spotify:album:5WupqgR68HfuHt3BMJtgun","https://open.spotify.com/album/5WupqgR68HfuHt3BMJtgun","GBUM71304956","https://open.spotify.com/track/4IRHwIZHzlHT1FQpRa5RdE","3PhoLpVuITZKcymswpck5b","Elton John","3PhoLpVuITZKcymswpck5b","elton john"
"159",0.621,0.8,4,-7.284,0,0.0344,0.0263,0.0000151,0.0591,0.968,149.91,"audio_features","6WCeFNVAXUtNczb7lqLiZU","spotify:track:6WCeFNVAXUtNczb7lqLiZU","https://api.spotify.com/v1/tracks/6WCeFNVAXUtNczb7lqLiZU","https://api.spotify.com/v1/audio-analysis/6WCeFNVAXUtNczb7lqLiZU",235440,4,1,235440,FALSE,"https://api.spotify.com/v1/tracks/6WCeFNVAXUtNczb7lqLiZU",FALSE,TRUE,"Crocodile Rock",73,NA,9,"track","spotify:track:6WCeFNVAXUtNczb7lqLiZU","album","https://api.spotify.com/v1/albums/1reJ8DttK5EGwdyf7y9FBR","1reJ8DttK5EGwdyf7y9FBR","Don't Shoot Me I'm Only The Piano Player","1973-01-22","day",14,"album","spotify:album:1reJ8DttK5EGwdyf7y9FBR","https://open.spotify.com/album/1reJ8DttK5EGwdyf7y9FBR","GBAMB7200001","https://open.spotify.com/track/6WCeFNVAXUtNczb7lqLiZU","3PhoLpVuITZKcymswpck5b","Elton John","3PhoLpVuITZKcymswpck5b","elton john"
