,time_stamp,song_id,run_id,genre,artist,dna,dna_artist,url,meta
67,2021-06-10 03:56:00.182665,r74tzb1lELxuj0RO_QuSGri,r74tzb1lELxuj0RO,rock,aerosmith,jukebox/data/primes/Nobide_CC13_justinbieber_classical_item_1_TRIMMED.wav,nobide,http://matlaberp2.media.mit.edu:8000/outputs/5/Nobide_CC13_justinbieber_classical_item_1_TRIMMED_aerosmith_rock_prompt6_dur25/level_0/item_1.wav,batch2
68,2021-06-10 03:56:00.261780,r74tzb1lELxuj0RO_E8QxVQ,r74tzb1lELxuj0RO,rock,aerosmith,jukebox/data/primes/Nobide_CC13_justinbieber_classical_item_1_TRIMMED.wav,nobide,http://matlaberp2.media.mit.edu:8000/outputs/5/Nobide_CC13_justinbieber_classical_item_1_TRIMMED_aerosmith_rock_prompt6_dur25/level_0/item_2.wav,batch2
69,2021-06-10 03:56:00.340733,r74tzb1lELxuj0RO_kKX7O8,r74tzb1lELxuj0RO,rock,aerosmith,jukebox/data/primes/Nobide_CC13_justinbieber_classical_item_1_TRIMMED.wav,nobide,http://matlaberp2.media.mit.edu:8000/outputs/5/Nobide_CC13_justinbieber_classical_item_1_TRIMMED_aerosmith_rock_prompt6_dur25/level_0/item_3.wav,batch2
70,2021-06-10 03:56:00.419010,r74tzb1lELxuj0RO_EnhsCi,r74tzb1lELxuj0RO,rock,aerosmith,jukebox/data/primes/Nobide_CC13_justinbieber_classical_item_1_TRIMMED.wav,nobide,http://matlaberp2.media.mit.edu:8000/outputs/5/Nobide_CC13_justinbieber_classical_item_1_TRIMMED_aerosmith_rock_prompt6_dur25/level_0/item_4.wav,batch2
71,2021-06-10 03:56:00.496884,r74tzb1lELxuj0RO_ft3mRe,r74tzb1lELxuj0RO,rock,aerosmith,jukebox/data/primes/Nobide_CC13_justinbieber_classical_item_1_TRIMMED.wav,nobide,http://matlaberp2.media.mit.edu:8000/outputs/5/Nobide_CC13_justinbieber_classical_item_1_TRIMMED_aerosmith_rock_prompt6_dur25/level_0/item_5.wav,batch2
72,2021-06-10 03:56:00.576745,yFBbbSzNNjDfITJX_chIplr,yFBbbSzNNjDfITJX,folk,the weeknd,jukebox/data/primes/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED.wav,nobide,http://matlaberp2.media.mit.edu:8000/outputs/5/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED_theweeknd_folk_prompt6_dur25/level_0/item_0.wav,batch2
73,2021-06-10 03:56:00.656891,yFBbbSzNNjDfITJX_yZv9Fv,yFBbbSzNNjDfITJX,folk,the weeknd,jukebox/data/primes/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED.wav,nobide,http://matlaberp2.media.mit.edu:8000/outputs/5/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED_theweeknd_folk_prompt6_dur25/level_0/item_1.wav,batch2
74,2021-06-10 03:56:00.734755,yFBbbSzNNjDfITJX_eIexIl,yFBbbSzNNjDfITJX,folk,the weeknd,jukebox/data/primes/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED.wav,nobide,http://matlaberp2.media.mit.edu:8000/outputs/5/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED_theweeknd_folk_prompt6_dur25/level_0/item_2.wav,batch2
75,2021-06-10 03:56:00.816924,yFBbbSzNNjDfITJX_j9R9l6,yFBbbSzNNjDfITJX,folk,the weeknd,jukebox/data/primes/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED.wav,nobide,http://matlaberp2.media.mit.edu:8000/outputs/5/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED_theweeknd_folk_prompt6_dur25/level_0/item_3.wav,batch2
76,2021-06-10 03:56:00.896783,yFBbbSzNNjDfITJX_mcTHkm,yFBbbSzNNjDfITJX,folk,the weeknd,jukebox/data/primes/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED.wav,nobide,http://matlaberp2.media.mit.edu:8000/outputs/5/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED_theweeknd_folk_prompt6_dur25/level_0/item_4.wav,batch2
77,2021-06-10 03:56:00.980939,yFBbbSzNNjDfITJX_Op8yqy,yFBbbSzNNjDfITJX,folk,the weeknd,jukebox/data/primes/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED.wav,nobide,http://matlaberp2.media.mit.edu:8000/outputs/5/Nobide_CC13_crystalcastles_soul_item_2_TRIMMED_theweeknd_folk_prompt6_dur25/level_0/item_5.wav,batch2
