"","track.id","track.name","track.artist","track.popularity","track.album.id","track.album.name","track.album.release_date","playlist_name","playlist_id","playlist_genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"1","1qGPIV4FDsZAmhdrTkIU5G","Mitt hjärta blöder - Spotify Studio It’s Hits Recording","Miriam Bryant",68,"1IjSZcNfQQ7eVLvvGycnkL","Mitt hjärta blöder - Spotify Studio It’s Hits Recording","2021-05-14","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.685,0.559,4,-5.709,1,0.0348,0.164,0.0000304,0.114,0.337,109.94,177830
"2","6HU7h9RYOaPRFeh0R3UeAr","deja vu","Olivia Rodrigo",92,"6s84u2TUpR3wdUv4NgKA2j","SOUR","2021-05-21","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.442,0.612,2,-7.222,1,0.112,0.584,0.0000057,0.37,0.178,180.917,215507
"3","6CtVEyME2La34RATPuJcnx","Mitt hjärta blöder","Veronica Maggio",55,"2fOs6I0CgvaZj9agU8EAlH","Satan i gatan (Bonus Version)","2011-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.595,0.699,3,-5.827,1,0.0315,0.358,0.016,0.194,0.392,106.938,201360
"4","1CuVhIZAAc8h360WoVJYhD","För Evigt","Hanna Ferm",68,"1nw8NdjGsc5dyfvXedPawH","För Evigt","2021-04-23","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.735,0.755,0,-4.786,1,0.0614,0.0887,0,0.438,0.655,127.978,156761
"5","2QQuKHdhPoAJchgY0HPw96","Right Round (feat. Ke$ha)","Flo Rida",27,"7k16AC80j4xHu5jWiZlym1","R.O.O.T.S. (Route of Overcoming the Struggle)","2009-03-27","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.713,0.76,7,-4.294,1,0.0563,0.0087,0,0.359,0.769,124.98,207973
"6","0TVV2gFROJaB3kIZyCUvIY","Rather Be (feat. Jess Glynne)","Clean Bandit",62,"0VDMjDj2AwPQXWQ7XhN9gG","New Eyes","2014-05-27","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.799,0.586,11,-6.735,1,0.0377,0.162,0.00000203,0.193,0.549,120.97,227833
"7","1Je1IMUlBXcx1Fz0WE7oPT","Wannabe","Spice Girls",80,"3x2jF7blR6bFHtk4MccsyJ","Spice","1996-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,173027
"8","1xQ6trAsedVPCdbtDAmk0c","Savage Love (Laxed - Siren Beat)","Jawsh 685",85,"1XMw3pBrYeXzNXZXc84DNw","Savage Love (Laxed - Siren Beat)","2020-06-11","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076,171375
"9","27OeeYzk6klgBh83TSvGMA","WITHOUT YOU","The Kid LAROI",90,"3YjfdLdpQcVI72uKhooZst","F*CK LOVE (SAVAGE)","2020-11-06","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,161385
"10","0h5ypmtJ39zQvp5jFBMYKp","Aldrig mer vara du","estraden",51,"5LnC7V6eorCnMISq9JAXbs","Mellan hägg och syrén","2020-08-28","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.593,0.424,5,-7.729,1,0.0355,0.231,0,0.0657,0.338,151.835,185825
"11","2aTbJ9yyMrseRuHq9c9jY2","Aldrig haft något annat val","Newkid",68,"3Jmo7YMZXHnSGkLOPv7Dqb","Aldrig haft något annat val","2021-05-07","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.356,0.562,8,-7.691,1,0.0548,0.736,0,0.0889,0.65,159.744,189020
"12","37BZB0z9T8Xu7U3e65qxFy","Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",95,"2fyOpT5c9kxR8zbDh6UtXh","Save Your Tears (Remix)","2021-04-23","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.65,0.825,0,-4.645,1,0.0325,0.0215,0.0000244,0.0936,0.593,118.091,191014
"13","7vRriwrloYVaoAe3a9wJHe","i hate u, i love u (feat. olivia o'brien)","gnash",79,"3L0H4RjVXpEkwfDgi3XOdf","us","2016-03-25","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,251034
"14","1gv4xPanImH17bKZ9rOveR","Raise Your Glass","P!nk",78,"3uQMzfrf4kUNGsCtmTtjPh","Raise Your Glass","2010-10-05","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.7,0.709,7,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,202960
"15","2UbVnbE5FH6008mAm6Mmgw","Run","OneRepublic",86,"4d0a5uamW9NWRc1KXFeErI","Run","2021-05-05","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.682,0.72,11,-8.173,0,0.0381,0.326,0,0.148,0.673,117.003,169011
"16","4ofwffwvvnbSkrMSCKQDaC","Shotgun","George Ezra",79,"2NaulYO6lGXTyIzWTJvRJj","Staying at Tamara's","2018-03-23","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.673,0.735,5,-4.733,1,0.0457,0.286,0,0.242,0.754,115.744,201287
"17","2dpaYNEQHiRxtZbfNsse99","Happier","Marshmello",84,"78EicdHZr5XBWD7llEZ1Jh","Happier","2018-08-17","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290
"18","7MAibcTli4IisCtbHKrGMh","Leave The Door Open","Bruno Mars",96,"7dfPqXck6BB9wpThrVYBss","Leave The Door Open","2021-03-05","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,242096
"19","1CJlboHH1QfCwigjMatpxq","Nån annan nu","Molly Sandén",65,"48vIZKupNW6lDWwjCyCgeA","DOM SKA VETA","2021-05-07","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.716,0.814,8,-5.346,1,0.0383,0.00859,0.00124,0.0874,0.574,116.996,200467
"20","5oO3drDxtziYU2H1X23ZIp","Love On The Brain","Rihanna",80,"4UlGauD7ROb3YbVOFMgW5u","ANTI (Deluxe)","2016-01-28","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.509,0.637,4,-4.83,0,0.0471,0.0717,0.0000108,0.0789,0.378,172.006,224000
"21","2bJvI42r8EF3wxjOuDav4r","Time of Our Lives","Pitbull",81,"4EUf4YyNjuXypWY6W5wEDm","Globalization","2014-11-21","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,229360
"22","7MzmBmyI9KkyQJaPNLdtUi","17 år","Veronica Maggio",59,"7K3z58HrZ2RJR2j82xWbsc","Och vinnaren är...","2008-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.76,0.675,1,-6.299,1,0.0254,0.244,0.00000842,0.105,0.783,106.942,220520
"23","3S0OXQeoh0w6AY8WQVckRW","I'm Yours","Jason Mraz",72,"1UwzOp5hn3lAbOqsAfXBw8","We Sing. We Dance. We Steal Things.","2008-05-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,242187
"24","3OUlwrGsM6xGuA66YVpeGT","Smile","Benjamin Ingrosso",69,"24quzyKLUAsPgZXsZXQdky","Smile","2021-05-21","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.592,0.749,6,-6.165,0,0.0295,0.000618,0.00122,0.166,0.799,127.038,192921
"25","3ZJiGpzCm9ZlDqp8jNqXFz","Fantasi","Victor Leksell",53,"3dXd7zPtfgASvaxo0jIAtu","Fånga mig när jag faller","2020-06-17","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.651,0.598,6,-8.531,1,0.0454,0.36,0.00000126,0.0935,0.367,104.991,194500
"26","44l9nnCVvOQBbWG6tDViKl","Share That Love (feat. G-Eazy)","Lukas Graham",71,"1zTCnLSvIx3DjsKDV1xcmO","Share That Love (feat. G-Eazy)","2020-08-21","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.715,0.658,11,-4.304,0,0.106,0.162,0,0.0742,0.795,158.024,172399
"27","4dxeRrYgeAQ1F0uH9g04lN","tystnar i luren","Miriam Bryant",75,"10QyE172YMGrTKqXDYfEUX","tystnar i luren","2021-02-12","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.463,0.616,7,-7.166,1,0.149,0.55,0,0.446,0.695,183.76,193853
"28","0VjIjW4GlUZAMYd2vXMi3b","Blinding Lights","The Weeknd",94,"4yP0hdKOZPNshxUOjY0cZj","After Hours","2020-03-20","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.514,0.73,1,-5.934,1,0.0598,0.00146,0.0000954,0.0897,0.334,171.005,200040
"29","3wPPWcVuinAU7dXcJXtCID","La La La","Naughty Boy",72,"6ubgnzYckmWTNuCpc5Di5i","Hotel Cabana (Deluxe Version)","2013-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.772,0.65,6,-5.202,0,0.0306,0.107,0.00000113,0.0905,0.262,125.083,222200
"30","2YpeDb67231RjR0MgVLzsG","Old Town Road - Remix","Lil Nas X",82,"4IRiXE5NROxknUSAUSjMoO","7 EP","2019-06-21","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067
"31","3q8WojYJVZsGClFGFBYdTc","Satan i gatan","Veronica Maggio",59,"2fOs6I0CgvaZj9agU8EAlH","Satan i gatan (Bonus Version)","2011-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.58,0.552,9,-8.673,1,0.0276,0.362,0.0000139,0.225,0.506,122.034,195147
"32","2Oycxb8QbPkpHTo8ZrmG0B","Prisoner (feat. Dua Lipa)","Miley Cyrus",79,"5BRhg6NSEZOj0BR6Iz56fR","Plastic Hearts","2020-11-27","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,169333
"33","2jyjhRf6DVbMPU5zxagN2h","Let Her Go","Passenger",68,"0kjXSwSLVipUi4lSEeF0yl","All The Little Lights","2012","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,252867
"34","5wANPM4fQCJwkGd4rN57mH","drivers license","Olivia Rodrigo",90,"6s84u2TUpR3wdUv4NgKA2j","SOUR","2021-05-21","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.561,0.431,10,-8.81,1,0.0578,0.768,0.0000142,0.106,0.137,143.875,242013
"35","6sjGsKuInpaK3uoaWGe22W","Från och med Du","Oskar Linnros",60,"2jCYbQBRefZrTeMXIMIsNp","Vilja Bli","2010-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.599,0.803,10,-6.695,1,0.0507,0.0224,0.0342,0.0909,0.392,143.013,193360
"36","4lhqb6JvbHId48OUJGwymk","Hey Brother","Avicii",78,"2H6i2CrWgXE1HookLu8Au0","True","2013-01-01","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.545,0.78,7,-4.867,0,0.0436,0.0309,0.0000464,0.0828,0.458,125.014,255093
"37","32Qea3SN5b6VydcG4ytZ4V","Instruktionsboken","Miss Li",66,"70vKZBocKuuWTT08nhVLj8","Instruktionsboken","2021-04-23","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.819,0.428,0,-4.807,1,0.0454,0.174,0,0.0568,0.871,120.001,183000
"38","4iJyoBOLtHqaGxP12qzhQI","Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",98,"5dGWwsZ9iB2Xc3UKR0gif2","Justice","2021-03-19","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082
"39","6FE2iI43OZnszFLuLtvvmg","Classic","MKTO",81,"5IenxFp0vpnXBUxPcwJtbE","MKTO","2012","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,175427
"40","1XyL3J7eTTKnxRZAM3LqIT","Beggin (original version)","Madcon",73,"6c4eRgfN8nr9qN1IlXMckp","So Dark The Con Of Man","2007-12-03","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.715,0.8,4,-5.144,0,0.057,0.0271,0,0.0648,0.445,129.023,216147
"41","1zB4vmk8tFRmM9UULNzbLB","Thunder","Imagine Dragons",83,"33pt9HBdGlAbRGBHQgsZsU","Evolve","2017-06-23","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147
"42","7jDtQkIxKFELTpQa27VWWR","Look What You've Done","Zara Larsson",59,"6hp2216exPe2qBLST3gpD8","Poster Girl","2021-03-04","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.742,0.79,0,-2.232,1,0.0547,0.182,0,0.355,0.62,117.915,181354
"43","0afhq8XCExXpqazXczTSve","Galway Girl","Ed Sheeran",79,"3T4tUhGYeRNVUGevb0wThu","÷ (Deluxe)","2017-03-03","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,170827
"44","0djNuMqEv8KCVE0tUQyyrJ","SE MIG","Veronica Maggio",68,"1hH4uUsYGsiZBFi9XlzoX9","SE MIG","2021-05-28","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.602,0.704,7,-7.135,1,0.0436,0.155,0.000472,0.134,0.113,159.93,198776
"45","0zMzyHAeMvwq5CRstru1Fp","Lost Boy","Ruth B.",69,"6FgtuX3PtiB5civjHYhc52","Safe Haven","2017-05-05","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.586,0.128,7,-9.297,1,0.0496,0.963,0,0.0858,0.371,123.498,276067
"46","6I3mqTwhRpn34SLVafSH7G","Ghost","Justin Bieber",75,"5dGWwsZ9iB2Xc3UKR0gif2","Justice","2021-03-19","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.601,0.741,2,-5.569,1,0.0478,0.185,0.0000291,0.415,0.441,153.96,153190
"47","68zNuCEl9UHTbcBltW2uDv","Someone","Jubël",66,"5dqOVKaOh4pAL9XLYI0FOu","Strawtown","2020-03-27","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.7,0.904,2,-4.03,1,0.0431,0.0531,0.00000803,0.105,0.347,103.039,181102
"48","4ZtFanR9U6ndgddUvNcjcG","good 4 u","Olivia Rodrigo",95,"6s84u2TUpR3wdUv4NgKA2j","SOUR","2021-05-21","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147
"49","4pItP9yMHJ4Klk8U6eOmLx","Fan va bra","Jakob Karlberg",56,"3ETudqetwt3AhvcOEz2ofw","Fan va bra","2015-04-22","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.694,0.764,11,-5.489,1,0.0294,0.0336,0,0.175,0.593,125.012,212925
"50","7DFSnCBYlus7i4U9KKlbdU","No Roots","Alice Merton",59,"2EwVWNkKtyjQwDInp6FmKJ","MINT","2019-01-18","Pop Mix","37i9dQZF1EQncLwOalG3K7","pop",0.862,0.671,4,-6.576,0,0.0995,0.258,0.00274,0.0744,0.82,115.952,237053
"51","1xBQDoxqFyloelbnfju8na","u love u (with Tate McRae)","blackbear",73,"5Bh6CHXpl4slkIihdDKIcn","u love u (with Tate McRae)","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
"52","0vR2rIVORmgeKiGIgNT0fV","By Your Side (feat. Tom Grennan)","Calvin Harris",76,"6Z6QdCXb3IBonAUSwLP4iB","By Your Side (feat. Tom Grennan)","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,189672
"53","4qu63nuBpdn0qHUHuObEj1","Leave Before You Love Me (with Jonas Brothers)","Marshmello",84,"66JuK41D3LpkbX3HCTGcQk","Leave Before You Love Me","2021-05-21","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.721,0.738,7,-4.77,1,0.0403,0.00226,0.00000441,0.118,0.637,119.976,154983
"54","6PERP62TejQjgHu81OHxgM","good 4 u","Olivia Rodrigo",97,"3rMjL8NA5Wh2hbMNk2fSlY","good 4 u","2021-05-14","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.556,0.661,6,-5.052,0,0.204,0.3,0,0.101,0.668,168.56,178148
"55","2xdwCJLfKCkat14mlgR26M","Lost Cause","Billie Eilish",85,"0hPbP7ckqqFVftdTPatlED","Lost Cause","2021-06-02","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,212496
"56","73M0rMVx5CWE8M4uATSsto","seaside_demo","SEB",77,"4FzvipXCsh9Ho8aujaOkLs","seaside_demo","2021-05-17","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,132000
"57","5zqObw7wjBgL9TDiAymxPn","Our Song","Anne-Marie",83,"0zocAVUSizQ74Cn8nCsN3a","Our Song","2021-05-21","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.595,0.759,11,-4.245,0,0.0423,0.141,0,0.172,0.515,80.953,163733
"58","5K6Ssv4Z3zRvxt0P6EKUAP","Heartbreak Anthem (with David Guetta & Little Mix)","Galantis",85,"6kBuGNoOGE7uiPhN82dcJ1","Heartbreak Anthem (with David Guetta & Little Mix)","2021-05-20","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.595,0.784,1,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111,183726
"59","1fzf9Aad4y1RWrmwosAK5y","Last Train Home","John Mayer",76,"0N81gHRK0RnJY0vMAOKVyi","Last Train Home","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.588,0.85,4,-6.431,1,0.0318,0.168,0.00202,0.0465,0.768,93.003,187310
"60","5CZ40GBx1sQ9agT82CLQCT","traitor","Olivia Rodrigo",94,"6s84u2TUpR3wdUv4NgKA2j","SOUR","2021-05-21","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,229227
"61","5ajjAnNRh8bxFvaVHzpPjh","Reckless","Madison Beer",71,"5lVImnUah94yoxXy2H1qo7","Reckless","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.386,0.426,3,-6.642,1,0.0363,0.807,0,0.14,0.261,180.104,203385
"62","7BoobGhD4x5K96Me0hqC8Q","Build a Bitch","Bella Poarch",92,"5YKqfiQdPYWJ0kZ5pttY5o","Build a Bitch","2021-05-14","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.855,0.463,3,-7.454,1,0.0367,0.217,0.0000177,0.347,0.866,102.931,122773
"63","1QL7nSDZCwZMnbisV4KOXt","t r a n s p a r e n t s o u l feat. Travis Barker","WILLOW",82,"4ar4zcVlbYDYKgq5wEdq0T","t r a n s p a r e n t s o u l feat. Travis Barker","2021-04-27","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.39,0.83,11,-5.201,0,0.0563,0.0021,0,0.156,0.191,90.021,168030
"64","2JPLbjOn0wPCngEot2STUS","Yonaguni","Bad Bunny",89,"6VSOIs13DaSG2IPilNviX5","Yonaguni","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.644,0.648,1,-4.601,1,0.118,0.276,0,0.135,0.44,179.951,206710
"65","34eF4BoV8FPk0uhAAoqU7h","SUN GOES DOWN","Lil Nas X",85,"30jNiJYIOY3ok6LzaO0Wv0","SUN GOES DOWN","2021-05-21","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.551,0.636,2,-6.798,1,0.054,0.0837,0.00000428,0.112,0.148,174.065,168276
"66","6xw8ld1ztoCKifwTN6uGDq","Black Hole","Griff",79,"0ogiikOppOfG6kkhtC5BDz","Black Hole","2021-01-18","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.878,0.64,0,-5.641,1,0.0591,0.142,0,0.0981,0.658,124.069,200524
"67","2gZwBmkSmsVfEPFWGuWTDk","Best Is Yet To Come (with Kyle Reynolds)","Gryffin",66,"2YNA1Y8T91S15TPTzMCaFx","Best Is Yet To Come (with Kyle Reynolds)","2021-06-02","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.569,0.85,4,-3.914,1,0.0369,0.0148,0,0.245,0.551,122.042,215201
"68","6VYIVgVqEIwzRwpJz5rMa4","Pick Me Up","Sam Feldt",69,"3T9hIEz1oe5vAOy4nU8Vk0","Pick Me Up","2021-05-28","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.688,0.662,6,-5.57,1,0.0441,0.0971,0.00000134,0.172,0.549,115.106,174100
"69","6cjrJbXoA0VscOXEPgLdYv","So Far Away","Surfaces",62,"0TnwHpwza2o3cMyklfOmCJ","So Far Away","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.714,0.68,4,-5.321,1,0.132,0.149,0.00000627,0.098,0.672,160.021,207375
"70","037ia8pNKhI3nEJsPxdKSC","Gravity Glidin","Masked Wolf",45,"6AOqia2fFV9rj0xwR6HNaf","Gravity Glidin","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.714,0.641,7,-7.994,1,0.0807,0.0436,0.00000492,0.113,0.418,180.175,140500
"71","1gEUlsUL6inLvOSAxbzrsY","THINK ABOUT ME","jxdn",65,"6zd8CVcujUr4FRzDlUUNwx","THINK ABOUT ME","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.56,0.72,1,-4.169,0,0.0391,0.000291,0,0.071,0.653,142.031,204856
"72","5JCoSi02qi3jJeHdZXMmR8","favorite crime","Olivia Rodrigo",92,"6s84u2TUpR3wdUv4NgKA2j","SOUR","2021-05-21","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,152667
"73","7eEcVUDXfIaZPq4kwhPIML","Hold Me Like You Used To","Zoe Wees",72,"3eLDkKjoLPJLR5sAgcx6lk","Golden Wings","2021-05-21","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.573,0.59,0,-6.308,0,0.0352,0.528,0,0.192,0.177,124.958,186975
"74","1imMjt1YGNebtrtTAprKV7","Love Again","Dua Lipa",71,"5lKlFlReHOLShQKyRv6AL9","Future Nostalgia","2020-03-27","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.659,0.667,11,-4.668,0,0.0339,0.00173,0.0000285,0.1,0.468,115.982,258004
"75","5Cbc3v4DKzrwQAv3hlA9Hn","The Difference","Daya",68,"6xgSmmAAK2Yd0kLYUelbYk","The Difference","2021-05-14","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.655,0.727,1,-5.478,0,0.046,0.231,0,0.173,0.56,113.011,210489
"76","5YqdiryRmdAzYFlxo43hAJ","Missing Piece","Vance Joy",74,"6zQCdokfVne8dFU5Z5BpS3","Missing Piece","2021-05-19","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.628,0.877,0,-4.205,1,0.046,0.0155,0.00000597,0.113,0.721,101.992,217408
"77","2lskONPiHzHXDUxaxn6sdK","The Way","Dennis Lloyd",63,"31n7G0mB2u3AsslQpibwII","The Way","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.767,0.539,11,-6.204,0,0.0468,0.00683,0.00000429,0.0775,0.499,112.983,151893
"78","7dk9EBvTbbKBbFxjCAJpwK","Hear Me Say","Jonas Blue",74,"0mTHF0Grl8yVxVZHAMZn9V","Hear Me Say","2021-05-28","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.697,0.836,5,-5.005,1,0.0437,0.133,0.00000446,0.0754,0.631,121.977,190772
"79","0PMNxtgeNSmPPp4aiA4T8F","Sideways","ILLENIUM",73,"06eiw663CL0vHSY7jvtZ3p","Sideways","2021-05-07","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.481,0.727,5,-5.861,1,0.0492,0.0564,0.00000101,0.249,0.392,141.899,251831
"80","00uY4XZhrmcr3VLHvLba10","Morning","Zara Larsson",70,"5jB0uErLmgkzvmH5h1zour","Poster Girl (Summer Edition)","2021-05-21","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.619,0.631,11,-6.018,1,0.104,0.131,0.00000118,0.246,0.772,106.309,175305
"81","0jmwOMMWFcLQQX7x11dOCO","I Should Quit","JESSIA",57,"6ZvRhxmhQdOkRsE25ALehT","I Should Quit","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.764,0.54,9,-7.098,1,0.14,0.169,0,0.447,0.719,130.035,150559
"82","1AXJqw8lCf3chqvgq4U8mA","FUCKBOY","Dixie",76,"7MEDmpNwxYkhXaoWL1H8eA","FUCKBOY","2021-05-14","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.759,0.475,8,-7.226,1,0.0443,0.205,0,0.085,0.505,89.471,190347
"83","032DRv0baStN644jRO2lMV","One Foot in Front of the Other","Griff",67,"3MsmfBSepcDujGmqtlDHFw","One Foot in Front of the Other","2021-05-27","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.798,0.723,6,-4.913,1,0.0568,0.48,0,0.104,0.512,112.043,192075
"84","3gHMshV2IfQAM3YWwKXOlQ","Darkest Hour - from the Amazon Original Series PANIC","Tate McRae",65,"5tW1MR3RCVro60PILpxPrj","Darkest Hour (from the Amazon Original Series PANIC)","2021-03-22","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.625,0.328,9,-10.603,0,0.0341,0.389,0.0000927,0.109,0.0902,91.959,161252
"85","5tmHc2HW2xaMkUmI4s15nC","Lose My Mind (feat. Bipolar Sunshine)","Surf Mesa",60,"7HQsaFGNwdn1DagZm6lfqV","Lose My Mind (feat. Bipolar Sunshine)","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.695,0.731,10,-7.114,1,0.199,0.0606,0,0.317,0.556,126.066,166667
"86","5zEAGm4yKQ8NMemN0m3rW1","Nirvana","A7S",64,"4VrGw3dww2O6U0hZTXOHae","Nirvana","2021-06-04","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.758,0.694,0,-4.922,1,0.0453,0.0723,0,0.0566,0.428,117.969,157910
"87","4fSIb4hdOQ151TILNsSEaF","Todo De Ti","Rauw Alejandro",96,"3zjKITMp5FHj5aqtWWXrxH","Todo De Ti","2021-05-20","Pop Rising","37i9dQZF1DWUa8ZRTfalHk","pop",0.808,0.626,3,-4.577,0,0.0353,0.397,0.00584,0.102,0.569,127.955,202771
